#入力日時,購入日,品目,金額,森山立替,木村立替,山本立替,森山分担,木村分担,山本分担,森山端数,木村端数,山本端数,精算状況
2013年06月27日04時03分50秒,20130613,食費,550,550,,,183,183,183,1,null,null,精算(端数込)
2013年07月18日21時10分51秒,20130614,食費,2030,,2030,,1015,1015,,null,null,null,精算(端数込)
2013年06月19日01時38分03秒,20130615,雑貨(消耗品),9330,,,9330,3110,3110,3110,null,null,null,精算(端数込)
2013年06月19日01時38分31秒,20130615,食費,1000,,,1000,333,333,333,null,null,1,精算(端数込)
2013年06月19日01時38分44秒,20130615,食費,578,,,578,192,192,192,null,null,2,精算(端数込)
2013年06月19日01時38分53秒,20130615,食費,1786,,,1786,595,595,595,null,null,1,精算(端数込)
2013年06月19日01時39分06秒,20130616,食費,2002,,,2002,1001,,1001,null,null,null,精算(端数込)
2013年07月18日21時08分31秒,20130617,食費,1575,,1575,,,787,787,null,1,null,精算(端数込)
2013年07月18日21時08分48秒,20130617,食費,710,,710,,,355,355,null,null,null,精算(端数込)
2013年07月18日21時09分24秒,20130617,食費,3300,,3300,,1100,1100,1100,null,null,null,精算(端数込)
2013年06月20日13時50分47秒,20130618,雑貨(消耗品),776,776,,,258,258,258,2,null,null,精算(端数込)
2013年07月18日21時07分02秒,20130618,食費,940,,940,,940,,,null,null,null,精算(端数込)
2013年07月18日21時07分32秒,20130618,食費,258,,258,,86,86,86,null,null,null,精算(端数込)
2013年07月18日21時07分42秒,20130618,食費,198,,198,,198,,,null,null,null,精算(端数込)
2013年07月18日21時06分33秒,20130619,食費,248,,248,,82,82,82,null,2,null,精算(端数込)
2013年06月21日03時23分28秒,20130620,食費,1130,1130,,,,1130,,null,null,null,精算(端数込)
2013年06月27日04時02分40秒,20130620,外食費,1130,1130,,,,1130,,null,null,null,精算(端数込)
2013年06月27日04時03分20秒,20130620,食費,1225,1225,,,408,408,408,1,null,null,精算(端数込)
2013年06月24日01時42分16秒,20130622,食費,10960,10960,,,3653,3653,3653,1,null,null,精算(端数込)
2013年06月24日01時42分27秒,20130622,遊行費,3600,3600,,,1200,1200,1200,null,null,null,精算(端数込)
2013年06月27日04時02分19秒,20130622,外食費,10960,10960,,,3653,3653,3653,1,null,null,精算(端数込)
2013年07月18日21時05分18秒,20130622,食費,610,,610,,,305,305,null,null,null,精算(端数込)
2013年06月24日01時42分48秒,20130623,食費,300,,,300,100,100,100,null,null,null,精算(端数込)
2013年06月24日01時43分01秒,20130623,食費,1452,,,1452,484,484,484,null,null,null,精算(端数込)
2013年06月24日01時43分10秒,20130623,食費,999,,,999,333,333,333,null,null,null,精算(端数込)
2013年06月24日01時43分25秒,20130623,外食費,850,,,850,850,,,null,null,null,精算(端数込)
2013年06月24日01時43分43秒,20130623,食費,2743,,,2743,914,914,914,null,null,1,精算(端数込)
2013年06月27日04時09分53秒,20130623,食費,1300,1300,,,433,433,433,1,null,null,精算(端数込)
2013年06月27日18時29分55秒,20130623,外食費,762,762,,,381,,381,null,null,null,精算(端数込)
2013年07月18日21時04分38秒,20130623,食費,2790,,2790,,930,930,930,null,null,null,精算(端数込)
2013年06月27日04時10分12秒,20130624,雑貨(消耗品),308,308,,,102,102,102,2,null,null,精算(端数込)
2013年07月18日21時03分32秒,20130624,食費,860,,860,,860,,,null,null,null,精算(端数込)
2013年07月18日21時03分46秒,20130624,食費,1099,,1099,,549,549,,null,1,null,精算(端数込)
2013年07月18日21時00分44秒,20130625,雑貨(消耗品),796,,796,,265,265,265,null,1,null,精算(端数込)
2013年07月18日21時00分05秒,20130626,雑貨(消耗品),591,,591,,197,197,197,null,null,null,精算(端数込)
2013年06月27日04時05分20秒,20130627,NTT料金,2992,2992,,,997,997,997,1,null,null,精算(端数込)
2013年06月27日04時05分48秒,20130627,ガス代,8842,8842,,,2947,2947,2947,1,null,null,精算(端数込)
2013年06月27日04時06分51秒,20130627,電気代,10552,10552,,,3517,3517,3517,1,null,null,精算(端数込)
2013年06月27日04時07分02秒,20130627,電気代,8692,8692,,,2897,2897,2897,1,null,null,精算(端数込)
2013年06月27日15時57分01秒,20130627,家賃振込料,420,420,,,140,140,140,null,null,null,精算(端数込)
2013年06月27日15時57分19秒,20130627,雑貨(消耗品),732,732,,,244,244,244,null,null,null,精算(端数込)
2013年06月27日15時57分33秒,20130627,雑貨(消耗品),3500,3500,,,1166,1166,1166,2,null,null,精算(端数込)
2013年07月18日20時59分21秒,20130627,食費,506,,506,,168,168,168,null,2,null,精算(端数込)
2013年07月18日20時59分00秒,20130628,食費,1280,,1280,,426,426,426,null,2,null,精算(端数込)
2013年07月19日22時14分25秒,20130628,雑貨(消耗品),1630,,1630,,543,543,543,null,1,null,精算(端数込)
2013年06月30日15時48分40秒,20130630,NTT料金,3025,3025,,,1008,1008,1008,1,null,null,精算(端数込)
2013年06月30日15時48分58秒,20130630,ガス代,6298,6298,,,2099,2099,2099,1,null,null,精算(端数込)
2013年06月30日15時49分26秒,20130630,外食費,380,380,,,,380,,null,null,null,精算(端数込)
2013年07月18日20時57分21秒,20130630,雑貨(消耗品),396,,396,,132,132,132,null,null,null,精算(端数込)
2013年07月18日20時58分11秒,20130630,雑貨(消耗品),780,,780,,780,,,null,null,null,精算(端数込)
2013年07月18日20時58分31秒,20130630,雑貨(消耗品),2390,,2390,,796,796,796,null,2,null,精算(端数込)
2013年07月01日02時56分54秒,20130701,ケーブル代,6930,,,6930,2310,2310,2310,null,null,null,精算(端数込)
2013年07月18日20時56分54秒,20130701,食費,704,,704,,234,234,234,null,2,null,精算(端数込)
2013年07月18日20時56分27秒,20130702,食費,654,,654,,218,218,218,null,null,null,精算(端数込)
2013年07月18日20時55分19秒,20130703,雑貨(消耗品),298,,298,,99,99,99,null,1,null,精算(端数込)
2013年07月18日20時51分22秒,20130704,食費,179,,179,,179,,,null,null,null,精算(端数込)
2013年07月18日20時51分29秒,20130704,食費,284,,284,,284,,,null,null,null,精算(端数込)
2013年07月18日20時50分35秒,20130706,食費,3881,,3881,,1293,1293,1293,null,2,null,精算(端数込)
2013年07月18日20時50分48秒,20130706,食費,222,,222,,74,74,74,null,null,null,精算(端数込)
2013年07月22日01時31分23秒,20130706,食費,498,,,498,166,166,166,null,null,null,精算(端数込)
2013年07月18日20時48分26秒,20130707,食費,1218,,1218,,406,406,406,null,null,null,精算(端数込)
2013年07月18日20時49分05秒,20130707,外食費,570,,570,,570,,,null,null,null,精算(端数込)
2013年07月22日01時29分50秒,20130707,食費,1161,,,1161,387,387,387,null,null,null,精算(端数込)
2013年07月22日01時30分29秒,20130707,食費,5229,,,5229,1743,1743,1743,null,null,null,精算(端数込)
2013年07月18日20時46分10秒,20130708,食費,1030,,1030,,1030,,,null,null,null,精算(端数込)
2013年07月18日20時46分46秒,20130708,食費,754,,754,,251,251,251,null,1,null,精算(端数込)
2013年07月18日20時46分54秒,20130708,食費,150,,150,,150,,,null,null,null,精算(端数込)
2013年07月18日20時43分51秒,20130709,食費,1080,,1080,,,,1080,null,null,null,精算(端数込)
2013年07月18日20時44分35秒,20130709,食費,506,,506,,168,168,168,null,2,null,精算(端数込)
2013年07月18日20時44分55秒,20130709,食費,150,,150,,,,150,null,null,null,精算(端数込)
2013年07月18日20時42分44秒,20130710,雑貨(消耗品),2476,,2476,,825,825,825,null,1,null,精算(端数込)
2013年07月18日20時42分14秒,20130711,雑貨(消耗品),3480,,3480,,1160,1160,1160,null,null,null,精算(端数込)
2013年07月13日21時48分37秒,20130713,食費,3250,3250,,,1083,1083,1083,1,null,null,精算(端数込)
2013年07月18日20時40分47秒,20130713,食費,516,,516,,172,172,172,null,null,null,精算(端数込)
2013年07月18日20時41分27秒,20130713,雑貨(消耗品),3140,,3140,,1046,1046,1046,null,2,null,精算(端数込)
2013年07月22日01時31分52秒,20130713,食費,1918,,,1918,639,639,639,null,null,1,精算(端数込)
2013年07月22日01時32分26秒,20130713,食費,2098,,,2098,699,699,699,null,null,1,精算(端数込)
2013年07月22日01時32分39秒,20130713,食費,1219,,,1219,406,406,406,null,null,1,精算(端数込)
2013年07月22日01時33分02秒,20130713,食費,400,,,400,133,133,133,null,null,1,精算(端数込)
2013年07月22日01時33分31秒,20130713,食費,3729,,,3729,1243,1243,1243,null,null,null,精算(端数込)
2013年07月18日20時38分54秒,20130714,食費,250,,250,,83,83,83,null,1,null,精算(端数込)
2013年07月18日20時39分17秒,20130714,食費,2616,,2616,,872,872,872,null,null,null,精算(端数込)
2013年07月18日20時39分38秒,20130714,食費,222,,222,,74,74,74,null,null,null,精算(端数込)
2013年07月18日20時39分50秒,20130714,食費,294,,294,,,,294,null,null,null,精算(端数込)
2013年07月22日01時34分31秒,20130714,食費,2776,,,2776,925,925,925,null,null,1,精算(端数込)
2013年07月22日01時34分47秒,20130714,食費,510,,,510,170,170,170,null,null,null,精算(端数込)
2013年07月15日00時09分33秒,20130715,雑貨(家具･家電),980,980,,,,980,,null,null,null,精算(端数込)
2013年07月15日13時59分14秒,20130715,外食費,1000,,1000,,1000,,,null,null,null,精算(端数込)
2013年07月18日20時37分31秒,20130715,食費,180,,180,,,,180,null,null,null,精算(端数込)
2013年07月18日20時37分54秒,20130715,食費,252,,252,,252,,,null,null,null,精算(端数込)
2013年07月18日20時38分24秒,20130715,食費,1220,,1220,,406,406,406,null,2,null,精算(端数込)
2013年07月22日01時33分58秒,20130715,食費,1438,,,1438,479,479,479,null,null,1,精算(端数込)
2013年07月22日01時34分58秒,20130715,食費,3015,,,3015,1005,1005,1005,null,null,null,精算(端数込)
2013年07月18日20時36分40秒,20130717,食費,222,,222,,74,74,74,null,null,null,精算(端数込)
2013年07月18日20時36分51秒,20130717,雑貨(消耗品),258,,258,,86,86,86,null,null,null,精算(端数込)
2013年07月18日19時17分16秒,20130718,雑貨(消耗品),398,398,,,132,132,132,2,null,null,精算(端数込)
2013年07月18日19時19分40秒,20130718,食費,598,598,,,199,199,199,1,null,null,精算(端数込)
2013年07月18日21時21分17秒,20130718,食費,380,380,,,,380,,null,null,null,精算(端数込)
2013年07月19日19時54分30秒,20130719,雑貨(消耗品),1780,,1780,,593,593,593,null,1,null,精算(端数込)
2013年07月19日19時54分43秒,20130719,雑貨(消耗品),1380,,1380,,460,460,460,null,null,null,精算(端数込)
2013年07月19日19時55分03秒,20130719,食費,516,,516,,172,172,172,null,null,null,精算(端数込)
2013年07月19日19時55分20秒,20130719,食費,248,,248,,82,82,82,null,2,null,精算(端数込)
2013年07月22日01時35分32秒,20130720,食費,5083,,,5083,1694,1694,1694,null,null,1,精算(端数込)
2013年07月22日01時35分45秒,20130720,食費,1512,,,1512,504,504,504,null,null,null,精算(端数込)
2013年07月22日01時37分13秒,20130720,食費,2060,,,2060,686,686,686,null,null,2,精算(端数込)
2013年07月22日01時37分24秒,20130720,食費,1190,,,1190,396,396,396,null,null,2,精算(端数込)
2013年07月31日23時51分35秒,20130720,食費,1932,1932,,,644,644,644,null,null,null,精算(端数込)
2013年07月22日01時37分40秒,20130721,食費,1762,,,1762,587,587,587,null,null,1,精算(端数込)
2013年07月28日16時23分02秒,20130721,食費,1144,,1144,,1144,,,null,null,null,精算(端数込)
2013年07月28日16時23分25秒,20130721,雑貨(消耗品),698,,698,,232,232,232,null,2,null,精算(端数込)
2013年07月28日16時23分32秒,20130721,雑貨(消耗品),399,,399,,199,199,,null,1,null,精算(端数込)
2013年07月31日23時50分28秒,20130721,食費,1500,1500,,,500,500,500,null,null,null,精算(端数込)
2013年07月22日22時07分06秒,20130722,電気代,10552,10552,,,3517,3517,3517,1,null,null,精算(端数込)
2013年07月22日22時07分20秒,20130722,水道代,9642,9642,,,3214,3214,3214,null,null,null,精算(端数込)
2013年07月22日22時07分57秒,20130722,電気代,13033,13033,,,4344,4344,4344,1,null,null,精算(端数込)
2013年07月23日01時09分52秒,20130722,NTT料金,3022,3022,,,1007,1007,1007,1,null,null,精算(端数込)
2013年07月28日16時23分54秒,20130726,雑貨(消耗品),278,,278,,92,92,92,null,2,null,精算(端数込)
2013年07月28日16時24分22秒,20130726,食費,4452,,4452,,1484,1484,1484,null,null,null,精算(端数込)
2013年07月31日23時50分00秒,20130726,ガス代,840,840,,,280,280,280,null,null,null,精算(端数込)
2013年07月28日16時22分02秒,20130728,クリーニング,525,,525,,525,,,null,null,null,精算(端数込)
2013年07月31日23時53分29秒,20130728,雑貨(消耗品),576,576,,,192,192,192,null,null,null,精算(端数込)
2013年07月29日22時49分52秒,20130729,食費,1350,1350,,,,1350,,null,null,null,精算(端数込)
2013年07月29日22時50分49秒,20130729,食費,250,,250,,250,,,null,null,null,精算(端数込)
2013年07月31日23時50分54秒,20130729,家賃振込料,420,420,,,140,140,140,null,null,null,精算(端数込)
2013年08月23日02時12分50秒,20130729,家賃振込料,420,420,,,140,140,140,null,null,null,精算(端数込)
2013年07月31日02時39分46秒,20130731,NHK料金,4040,,,4040,1346,1346,1346,null,null,2,精算(端数込)
2013年07月31日02時40分11秒,20130731,ケーブル代,6930,,,6930,2310,2310,2310,null,null,null,精算(端数込)
2013年07月31日23時49分33秒,20130731,ガス代,6095,6095,,,2031,2031,2031,2,null,null,精算(端数込)
2013年08月03日01時40分48秒,20130802,雑貨(消耗品),598,598,,,199,199,199,1,null,null,精算(端数込)
2013年08月03日01時41分05秒,20130802,雑貨(消耗品),398,398,,,132,132,132,2,null,null,精算(端数込)
2013年08月03日01時41分15秒,20130802,雑貨(消耗品),298,298,,,99,99,99,1,null,null,精算(端数込)
2013年08月03日01時41分24秒,20130802,雑貨(消耗品),796,796,,,265,265,265,1,null,null,精算(端数込)
2013年09月14日23時19分09秒,20130803,食費,2022,,,2022,674,674,674,null,null,null,精算(端数込)
2013年10月28日17時54分03秒,20130803,食費,9000,,9000,,3000,3000,3000,null,null,null,精算(端数込)
2013年10月28日17時52分47秒,20130805,食費,2170,,2170,,723,723,723,null,1,null,精算(端数込)
2013年10月28日17時53分23秒,20130805,雑貨(消耗品),2278,,2278,,759,759,759,null,1,null,精算(端数込)
2013年10月28日17時51分37秒,20130806,食費,2280,,2280,,1140,1140,,null,null,null,精算(端数込)
2013年10月28日17時51分56秒,20130806,食費,407,,407,,203,203,,null,1,null,精算(端数込)
2013年10月28日17時52分21秒,20130806,食費,870,,870,,435,435,,null,null,null,精算(端数込)
2013年10月28日17時51分18秒,20130807,食費,2438,,2438,,812,812,812,null,2,null,精算(端数込)
2013年10月28日17時50分49秒,20130809,食費,952,,952,,317,317,317,null,1,null,精算(端数込)
2013年09月14日23時23分34秒,20130810,食費,2506,,,2506,835,835,835,null,null,1,精算(端数込)
2013年09月14日23時23分41秒,20130810,食費,528,,,528,176,176,176,null,null,null,精算(端数込)
2013年08月23日02時08分27秒,20130812,雑貨(消耗品),3000,3000,,,1000,1000,1000,null,null,null,精算(端数込)
2013年10月28日17時50分05秒,20130814,食費,1900,,1900,,950,950,,null,null,null,精算(端数込)
2013年10月28日17時50分24秒,20130814,食費,624,,624,,208,208,208,null,null,null,精算(端数込)
2013年08月20日18時45分11秒,20130816,食費,9200,9200,,,4600,4600,,null,null,null,精算(端数込)
2013年08月23日02時08分06秒,20130817,食費,2205,2205,,,735,735,735,null,null,null,精算(端数込)
2013年09月14日23時23分06秒,20130817,雑貨(消耗品),4057,,,4057,1352,1352,1352,null,null,1,精算(端数込)
2013年09月14日23時23分13秒,20130817,雑貨(消耗品),1048,,,1048,349,349,349,null,null,1,精算(端数込)
2013年09月14日23時23分25秒,20130817,食費,3831,,,3831,1277,1277,1277,null,null,null,精算(端数込)
2013年09月14日23時22分47秒,20130818,食費,2830,,,2830,943,943,943,null,null,1,精算(端数込)
